id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,,
2742,42,Discover,Credit,6128331852366830,2/1/2019,56,YES,2,$5600,4/1/2015,2015,,
4592,1170,Visa,Credit,4192874179326160,7/1/2021,680,YES,1,$7900,9/1/2005,2009,,
4353,1170,Visa,Debit,4206608050110880,11/1/2021,873,YES,2,$19442,8/1/2010,2010,,
2573,1531,Mastercard,Credit,5697281977143650,2/1/2024,18,YES,2,$7500,4/1/2008,2008,,
928,1275,Visa,Credit,4084600800745900,11/1/2021,121,YES,2,$2000,1/1/2020,2020,,
1977,1275,Visa,Debit,4749157487981210,10/1/2024,568,YES,1,$10800,2/1/2020,2020,,
4092,26,Amex,Credit,386220220724226,9/1/2017,281,NO,2,$3900,8/1/1999,2010,,
4868,1937,Visa,Credit,4478591356446760,10/1/2024,207,YES,2,$5500,9/1/2013,2013,,
3,1937,Visa,Credit,4289888672554710,4/1/2020,736,YES,2,$16400,1/1/1995,2015,,
4193,1937,Visa,Debit (Prepaid),4418492072049480,5/1/2021,868,YES,2,$53,8/1/2006,2012,,
1186,1937,Mastercard,Debit,5016047912098590,11/1/2013,561,NO,1,$17883,2/1/2009,2017,,
3327,1937,Mastercard,Debit,5663910895753020,8/1/2024,385,YES,2,$12212,6/1/2006,2006,,
3030,1177,Visa,Credit,4375233416487690,11/1/2023,566,YES,1,$15800,5/1/2009,2015,,
4164,1177,Mastercard,Credit,5350464215817710,12/1/2024,315,YES,1,$26400,8/1/2005,2008,,
4860,1177,Mastercard,Debit,5167461508736950,9/1/2021,218,YES,2,$25993,9/1/2013,2013,,
4016,1177,Visa,Debit (Prepaid),4031671355735380,5/1/2022,372,YES,2,$59,7/1/2013,2013,,
3529,1032,Mastercard,Debit (Prepaid),5759154405195540,8/1/2023,644,YES,2,$8,6/1/2011,2011,,
1056,1032,Mastercard,Debit,5147349032162320,7/1/2020,325,NO,2,$1955,2/1/2005,2013,,
3961,397,Visa,Debit,4398726361408170,9/1/2022,592,YES,1,$7159,7/1/2010,2011,,
3179,397,Mastercard,Debit,5166788218031490,10/1/2021,167,YES,1,$12172,5/1/2016,2016,,
2574,397,Mastercard,Debit,5748345653201800,1/1/2021,704,YES,2,$10889,4/1/2008,2010,,
2543,566,Mastercard,Credit,5124181575265450,2/1/2020,308,YES,2,$10800,4/1/2007,2010,,
3122,566,Mastercard,Debit (Prepaid),5019509763985500,12/1/2013,156,YES,1,$58,5/1/2012,2012,,
3439,566,Mastercard,Credit,5578674156872450,2/1/2023,118,YES,1,$11000,6/1/2009,2009,,
4547,566,Amex,Credit,304564349597311,11/1/2024,170,YES,2,$12700,9/1/2004,2008,,
5577,566,Mastercard,Credit,5588638647228880,9/1/2012,525,YES,1,$10100,11/1/2009,2009,,
3247,1581,Amex,Credit,335921476257243,2/1/2022,743,NO,1,$11300,6/1/2003,2007,,
2519,1581,Visa,Debit,4564719638698310,12/1/2020,446,YES,1,$26596,4/1/2006,2015,,
5541,1581,Mastercard,Debit,5862160658521390,1/1/2023,117,YES,2,$1807,11/1/2008,2013,,
5374,1581,Discover,Credit,6494282265479610,7/1/2024,471,YES,1,$9700,11/1/2002,2005,,
5840,1581,Mastercard,Credit,5607170404260670,3/1/2020,51,YES,1,$12300,12/1/2005,2010,,
5666,1332,Visa,Debit,4692209881034930,10/1/2024,841,YES,1,$40914,11/1/2011,2011,,
2406,1332,Visa,Debit,4733764906350560,9/1/2021,982,YES,1,$21749,4/1/1999,2008,,
4880,1332,Visa,Debit,4318258273065770,10/1/2024,152,YES,1,$39491,9/1/2014,2014,,
2166,1648,Visa,Debit,4721815072237150,6/1/2021,106,YES,2,$97352,3/1/2007,2019,,
2624,1648,Visa,Debit,4559856655520960,4/1/2021,475,NO,2,$5921,4/1/2009,2010,,
5388,1648,Mastercard,Debit,5283029601327770,10/1/2023,972,YES,2,$54057,11/1/2003,2012,,
1187,1648,Mastercard,Debit,5489127405017810,2/1/2021,287,NO,2,$64565,2/1/2009,2019,,
5282,1648,Visa,Credit,4699987716360960,6/1/2022,973,YES,1,$36700,10/1/2013,2013,,
4787,17,Mastercard,Debit,5112841703970150,6/1/2022,367,YES,1,$7175,9/1/2010,2017,,
4962,17,Amex,Credit,396239738941168,10/1/2024,814,YES,1,$2800,10/1/2002,2011,,
2520,349,Visa,Credit,4957171481250700,8/1/2023,860,YES,2,$3600,4/1/2006,2006,,
4314,349,Visa,Debit,4848387288995350,9/1/2020,393,YES,1,$30348,8/1/2009,2010,,
4843,1200,Visa,Credit,4993894078039970,6/1/2022,784,YES,2,$6000,9/1/2012,2012,,
3505,228,Visa,Credit,4213207721993380,1/1/2023,746,YES,1,$1700,6/1/2010,2010,,
4545,484,Visa,Debit,4597915385582390,7/1/2006,864,YES,2,$10755,9/1/2003,2020,,
5794,484,Mastercard,Debit,5814688468697560,11/1/2023,196,YES,2,$61262,12/1/2003,2016,,
3662,484,Amex,Credit,385811228095330,1/1/2013,173,YES,1,$0,7/1/2001,2009,,
1733,1099,Mastercard,Credit,5805568930094660,6/1/2023,887,YES,2,$3500,2/1/2020,2020,,
3196,1480,Mastercard,Credit,5677473176452050,1/1/2018,686,YES,2,$7100,5/1/2017,2017,,
1188,1449,Mastercard,Debit (Prepaid),5154212510711020,9/1/2022,821,YES,2,$51,2/1/2009,2013,,
241,1449,Mastercard,Debit,5134527149271240,2/1/2022,755,YES,2,$11457,1/1/2010,2016,,
1003,1449,Mastercard,Debit,5925144583646100,6/1/2023,273,NO,2,$1563,2/1/2002,2011,,
5707,1417,Visa,Debit,4755309590277500,7/1/2021,531,YES,2,$37325,11/1/2014,2014,,
2975,1417,Mastercard,Credit,5790469227539260,10/1/2022,1,NO,1,$14200,5/1/2008,2016,,
3397,1417,Mastercard,Debit,5164497134993110,9/1/2021,490,YES,1,$28815,6/1/2008,2015,,
1234,1417,Mastercard,Debit (Prepaid),5082923874323790,2/1/2021,774,YES,2,$85,2/1/2010,2010,,
3920,1417,Visa,Debit,4551485171901900,11/1/2018,892,YES,2,$15285,7/1/2009,2009,,
280,267,Mastercard,Debit,5625635561969960,7/1/2023,310,YES,2,$10636,1/1/2011,2011,,
326,267,Visa,Debit,4771456546451310,10/1/2015,970,YES,1,$12891,1/1/2013,2013,,
4411,267,Mastercard,Debit,5404831533605180,10/1/2021,72,YES,1,$11885,8/1/2013,2013,,
5389,373,Mastercard,Debit,5435311573918660,2/1/2017,45,YES,2,$2849,11/1/2003,2012,,
4750,373,Visa,Debit,4623830121488860,8/1/2023,233,YES,1,$3867,9/1/2009,2009,,
261,373,Visa,Debit,4139199465174930,10/1/2021,9,YES,2,$6688,1/1/2010,2016,,
2817,373,Mastercard,Debit,5422145957568710,12/1/2020,242,YES,2,$8021,5/1/2001,2018,,
2283,1772,Mastercard,Debit,5306745473896520,5/1/2022,271,YES,1,$27201,3/1/2011,2011,,
5918,1772,Visa,Credit,4148318094287270,12/1/2020,313,YES,2,$12800,12/1/2007,2009,,
56,1772,Mastercard,Debit (Prepaid),5993362497379570,3/1/2020,94,YES,2,$96,1/1/2004,2011,,
5657,1772,Mastercard,Debit,5626378456369420,5/1/2023,982,NO,2,$16426,11/1/2011,2011,,
1978,1418,Visa,Credit,4402488714330100,11/1/2021,627,YES,1,$9100,2/1/2020,2020,,
4516,1774,Visa,Debit,4296121621030180,1/1/2023,314,YES,1,$14546,9/1/2001,2008,,
2003,1774,Discover,Credit,6974497425701260,12/1/2020,192,YES,1,$8400,3/1/1997,2013,,
5578,1774,Mastercard,Debit,5500175661325550,10/1/2020,43,YES,2,$10815,11/1/2009,2020,,
5939,1774,Mastercard,Credit,5647089735442960,3/1/2021,480,NO,1,$4000,12/1/2008,2012,,
2407,964,Visa,Debit,4086633692001410,5/1/2020,881,YES,1,$11254,4/1/1999,2018,,
2593,964,Visa,Debit,4842195195266310,9/1/2020,497,YES,2,$2271,4/1/2008,2008,,
2811,964,Visa,Debit,4780096957038020,12/1/2007,604,YES,2,$6311,5/1/2000,2013,,
294,964,Amex,Credit,340045632784763,2/1/2020,218,YES,1,$13700,1/1/2012,2012,,
4885,72,Mastercard,Credit,5428221818543240,9/1/2024,953,YES,1,$14300,9/1/2015,2015,,
1734,6,Mastercard,Credit,5070662282651100,2/1/2020,516,YES,2,$14600,2/1/2020,2020,,
2366,1527,Mastercard,Credit,5801798801399780,6/1/2021,527,YES,2,$7100,3/1/2017,2017,,
203,1433,Mastercard,Debit,5346665102858330,1/1/2024,734,YES,1,$4534,1/1/2009,2010,,
4485,1433,Visa,Credit,4889540259167870,7/1/2021,890,YES,2,$4200,8/1/2019,2019,,
5841,1433,Mastercard,Debit,5895798485445130,5/1/2024,48,NO,1,$27117,12/1/2005,2005,,
2544,1785,Mastercard,Debit,5356557830959670,4/1/2023,125,NO,2,$14404,4/1/2007,2015,,
2153,1785,Mastercard,Debit,5456509634452100,8/1/2012,557,YES,2,$6360,3/1/2007,2016,,
2037,1785,Mastercard,Debit,5176036831889980,11/1/2020,119,YES,1,$4701,3/1/2002,2017,,
4079,1476,Mastercard,Debit,5086512779429780,5/1/2024,613,YES,1,$13793,7/1/2019,2019,,
3553,1476,Mastercard,Debit,5568197772676110,12/1/2012,676,YES,1,$27569,6/1/2012,2012,,
264,1476,Amex,Credit,351118771819506,5/1/2021,551,YES,1,$10400,1/1/2011,2011,,
3990,455,Visa,Debit,4325994913282350,2/1/2021,114,NO,1,$14959,7/1/2011,2011,,
4064,455,Visa,Debit,4573359573640500,10/1/2022,267,YES,2,$19713,7/1/2017,2017,,
348,455,Mastercard,Debit (Prepaid),5146076432064540,3/1/2022,662,YES,1,$90,1/1/2015,2015,,
1433,1553,Amex,Credit,321390295697853,2/1/2020,287,YES,2,$15500,2/1/2020,2020,,
929,1553,Visa,Credit,4037574014013940,5/1/2023,634,NO,1,$19200,1/1/2020,2020,,
930,532,Visa,Debit,4766814724627530,6/1/2020,723,YES,1,$16610,1/1/2020,2020,,
3142,532,Visa,Debit,4777234942221860,6/1/2023,559,YES,1,$21793,5/1/2013,2013,,
931,532,Visa,Debit,4175156104515810,7/1/2022,655,NO,1,$15261,1/1/2020,2020,,
292,532,Visa,Debit,4092634167714570,4/1/2024,721,YES,1,$25919,1/1/2011,2011,,
57,1092,Mastercard,Debit,5575214152731770,1/1/2016,88,YES,2,$4546,1/1/2004,2010,,
1456,1092,Discover,Credit,6731998965120910,7/1/2022,82,YES,2,$9600,2/1/2020,2020,,
1979,1819,Visa,Debit,4086123102379520,4/1/2024,744,YES,1,$9238,2/1/2020,2020,,
1735,1819,Mastercard,Debit,5674572566243610,10/1/2022,702,YES,2,$15474,2/1/2020,2020,,
3834,528,Amex,Credit,308644614282116,7/1/2022,930,YES,2,$9500,7/1/2008,2015,,
25,528,Visa,Debit,4287552229905450,4/1/2003,482,YES,1,$7030,1/1/2001,2011,,
5161,528,Mastercard,Debit (Prepaid),5200521526888410,5/1/2020,493,YES,2,$25,10/1/2009,2010,,
3150,328,Mastercard,Debit,5900781818896310,8/1/2024,694,YES,2,$15125,5/1/2014,2014,,
1263,328,Visa,Credit,4737448001688510,6/1/2020,626,YES,2,$13200,2/1/2010,2010,,
4186,328,Mastercard,Debit (Prepaid),5097151873275370,9/1/2006,617,YES,2,$130,8/1/2006,2014,,
364,1282,Visa,Debit,4470396121935960,11/1/2023,109,YES,1,$13193,1/1/2017,2017,,
4815,1282,Mastercard,Debit,5359387075130550,5/1/2020,975,YES,1,$16187,9/1/2011,2011,,
4945,783,Mastercard,Debit,5359252107099590,10/1/2020,401,YES,2,$1627,10/1/2000,2013,,
105,783,Mastercard,Credit,5084097673104520,10/1/2007,908,YES,2,$5600,1/1/2006,2008,,
5795,783,Mastercard,Credit,5637704480335680,9/1/2024,146,YES,1,$9600,12/1/2003,2016,,
1434,1325,Amex,Credit,337243144975638,7/1/2020,64,YES,1,$89900,2/1/2020,2020,,
1435,1325,Amex,Credit,366279021724239,7/1/2024,517,YES,2,$44100,2/1/2020,2020,,
1980,687,Visa,Debit,4418732012686610,2/1/2020,79,YES,2,$19446,2/1/2020,2020,,
2266,1693,Visa,Credit,4745663916245950,8/1/2023,938,NO,2,$29900,3/1/2010,2017,,
5940,1693,Mastercard,Debit,5128104617797210,3/1/2017,726,YES,1,$33506,12/1/2008,2011,,
932,1542,Visa,Debit,4170170540626880,7/1/2023,65,YES,1,$20971,1/1/2020,2020,,
2906,1542,Mastercard,Debit (Prepaid),5712463929886780,6/1/2020,814,YES,2,$65,5/1/2006,2009,,
4829,36,Visa,Debit,4887792862892210,6/1/2019,31,YES,2,$18808,9/1/2011,2013,,
1736,36,Mastercard,Debit,5402670262764800,7/1/2021,292,NO,2,$8723,2/1/2020,2020,,
2611,360,Mastercard,Debit,5641208271147810,12/1/2016,668,YES,2,$28003,4/1/2009,2009,,
2719,360,Mastercard,Debit,5168276651669090,7/1/2022,939,YES,2,$15972,4/1/2013,2013,,
4441,360,Visa,Debit,4005308847294610,10/1/2018,106,YES,1,$22342,8/1/2014,2014,,
3592,360,Mastercard,Debit,5008326450243570,4/1/2020,382,NO,1,$21058,6/1/2015,2015,,
700,555,Mastercard,Debit (Prepaid),5826140028493870,4/1/2021,787,YES,2,$26,1/1/2020,2020,,
1981,136,Visa,Debit,4270247503047580,8/1/2023,977,NO,1,$24605,2/1/2020,2020,,
701,136,Mastercard,Debit,5941060191494190,11/1/2021,888,YES,2,$23529,1/1/2020,2020,,
1982,136,Visa,Debit,4451428446253890,1/1/2023,354,YES,2,$20780,2/1/2020,2020,,
2710,603,Visa,Credit,4958653958330130,11/1/2022,821,YES,2,$3900,4/1/2012,2012,,
5205,1794,Mastercard,Debit,5320717372996300,7/1/2024,264,YES,2,$4392,10/1/2010,2017,,
3069,329,Mastercard,Credit,5376701080589920,10/1/2020,991,YES,1,$12300,5/1/2010,2013,,
1362,329,Amex,Credit,337550322941360,4/1/2024,449,YES,2,$11100,2/1/2016,2016,,
4082,329,Visa,Debit (Prepaid),4336821790834580,11/1/2020,943,YES,2,$93,7/1/2019,2019,,
4788,329,Mastercard,Credit,5028747805927860,7/1/2024,278,YES,1,$9500,9/1/2010,2015,,
5824,1181,Visa,Credit,4895717164008270,11/1/2022,687,YES,1,$12000,12/1/2004,2011,,
136,1181,Mastercard,Debit,5627821887128370,7/1/2020,309,YES,2,$11999,1/1/2007,2015,,
3642,1181,Mastercard,Credit,5772874140116140,1/1/2021,811,YES,2,$0,6/1/2019,2019,,
5842,1181,Mastercard,Debit,5107765857429090,9/1/2021,77,YES,2,$18991,12/1/2005,2011,,
1094,1181,Mastercard,Debit,5141288066109640,10/1/2024,209,YES,1,$27146,2/1/2006,2011,,
32,598,Visa,Debit (Prepaid),4405540956453720,10/1/2024,340,YES,2,$32,1/1/2002,2009,,
2040,598,Visa,Debit,4706797634213660,4/1/2023,754,YES,2,$19103,3/1/2002,2011,,
2361,598,Visa,Credit,4497075414603380,10/1/2021,609,YES,2,$11400,3/1/2016,2016,,
5038,990,Visa,Debit (Prepaid),4573104032868370,10/1/2023,912,YES,1,$75,10/1/2005,2007,,
2267,1777,Visa,Credit,4287715741686220,12/1/2020,945,YES,1,$12700,3/1/2010,2020,,
5014,1777,Mastercard,Debit (Prepaid),5863932577604190,5/1/2023,815,YES,1,$61,10/1/2004,2012,,
1207,1777,Discover,Credit,6890958566283010,8/1/2018,17,YES,2,$24400,2/1/2010,2011,,
4557,1777,Mastercard,Debit,5523521756936710,2/1/2023,646,YES,2,$32895,9/1/2004,2005,,
1057,1777,Mastercard,Credit,5283200338474520,9/1/2006,183,YES,1,$14300,2/1/2005,2010,,
702,998,Mastercard,Credit,5867990216480060,11/1/2023,890,NO,1,$9400,1/1/2020,2020,,
703,998,Mastercard,Debit,5278235755391640,1/1/2024,334,YES,1,$11364,1/1/2020,2020,,
2917,1872,Visa,Debit,4579828689268310,7/1/2023,234,YES,1,$24308,5/1/2006,2011,,
5819,1872,Mastercard,Debit,5728624930968570,7/1/2011,308,YES,1,$26328,12/1/2004,2005,,
2918,1872,Visa,Debit,4168297207560520,6/1/2018,37,YES,1,$21655,5/1/2006,2009,,
308,1872,Visa,Debit,4656088751958530,1/1/2022,257,YES,1,$23300,1/1/2012,2012,,
3962,1872,Visa,Credit,4481314542302610,5/1/2023,653,YES,1,$15900,7/1/2010,2013,,
4267,1872,Mastercard,Credit,5747096332409890,3/1/2023,145,YES,2,$8500,8/1/2008,2011,,
933,1743,Visa,Debit (Prepaid),4938575047755870,9/1/2020,779,YES,1,$60,1/1/2020,2020,,
1983,1743,Visa,Debit,4706273875998300,2/1/2021,662,NO,2,$15234,2/1/2020,2020,,
934,1743,Visa,Debit,4756674643883040,10/1/2022,215,YES,2,$30870,1/1/2020,2020,,
935,1743,Visa,Debit,4596537044879990,3/1/2021,466,YES,1,$30155,1/1/2020,2020,,
2781,1000,Mastercard,Debit,5864857498399320,3/1/2020,31,YES,1,$23088,4/1/2018,2018,,
1737,1708,Mastercard,Debit,5932803595236800,12/1/2024,567,YES,2,$23397,2/1/2020,2020,,
704,1708,Mastercard,Credit,5768193861918360,3/1/2022,263,YES,2,$9100,1/1/2020,2020,,
936,799,Visa,Credit,4632633126868480,2/1/2020,343,YES,2,$6600,1/1/2020,2020,,
2284,799,Mastercard,Credit,5608087801127190,2/1/2020,715,YES,2,$7000,3/1/2011,2011,,
3650,144,Amex,Credit,367474243774504,12/1/2001,558,YES,1,$11600,7/1/1998,2009,,
1436,144,Amex,Credit,375207905449012,12/1/2022,512,YES,2,$0,2/1/2020,2020,,
4457,144,Mastercard,Debit,5962520384384660,11/1/2022,627,YES,2,$14699,8/1/2016,2016,,
5247,144,Mastercard,Debit,5891798640440020,7/1/2022,370,YES,2,$20289,10/1/2011,2011,,
1235,781,Mastercard,Debit,5724812856736550,12/1/2024,821,YES,2,$16474,2/1/2010,2010,,
1984,781,Visa,Debit,4441537373999680,2/1/2020,193,YES,2,$3356,2/1/2020,2020,,
937,781,Visa,Debit,4130215809450760,2/1/2020,602,YES,2,$14679,1/1/2020,2020,,
4388,781,Discover,Credit,6308521512097410,8/1/2020,770,YES,2,$4300,8/1/2012,2012,,
5390,1572,Mastercard,Debit,5146038421358940,9/1/2021,676,YES,1,$946,11/1/2003,2015,,
5092,1572,Mastercard,Debit,5024268943997810,4/1/2024,101,YES,2,$7720,10/1/2007,2007,,
3151,1572,Mastercard,Credit,5536644643614480,8/1/2015,627,YES,2,$3500,5/1/2014,2014,,
2775,793,Visa,Credit,4030904159290020,4/1/2023,880,YES,1,$13700,4/1/2017,2017,,
4234,793,Visa,Credit,4707721125348400,2/1/2024,530,YES,1,$16700,8/1/2007,2007,,
938,1681,Visa,Credit,4585094832412480,8/1/2021,873,YES,1,$18800,1/1/2020,2020,,
2545,1179,Mastercard,Debit,5575263233323310,4/1/2020,712,YES,2,$15518,4/1/2007,2011,,
4466,1179,Visa,Debit,4381450999997190,10/1/2024,135,YES,2,$27313,8/1/2017,2017,,
2612,1179,Mastercard,Debit,5517928534321040,6/1/2022,283,YES,1,$21989,4/1/2009,2009,,
4760,1179,Discover,Credit,6340588661070810,2/1/2020,737,YES,1,$12900,9/1/2010,2013,,
5128,1179,Mastercard,Debit,5037612210257220,10/1/2021,213,YES,2,$20026,10/1/2008,2010,,
5283,114,Visa,Debit,4997086356987450,3/1/2023,106,YES,2,$10676,10/1/2013,2013,,
3398,114,Mastercard,Debit,5563288095981740,7/1/2023,711,YES,2,$27447,6/1/2008,2010,,
3070,114,Mastercard,Debit,5471501151275210,1/1/2019,875,YES,2,$16617,5/1/2010,2011,,
939,114,Visa,Debit,4406180094358830,9/1/2020,386,YES,2,$12173,1/1/2020,2020,,
1738,271,Mastercard,Debit,5758903151118800,12/1/2021,876,NO,1,$2105,2/1/2020,2020,,
6112,1107,Mastercard,Debit,5678186427083260,4/1/2023,765,YES,1,$16678,12/1/2015,2015,,
3698,1107,Mastercard,Debit,5259128969401800,3/1/2020,719,YES,1,$14123,7/1/2003,2006,,
1985,1107,Visa,Debit,4779897441663920,7/1/2023,172,YES,1,$11281,2/1/2020,2020,,
8,1107,Mastercard,Credit,5462760953855570,9/1/2021,665,NO,2,$10300,1/1/1998,2006,,
2872,1107,Visa,Debit (Prepaid),4218945513492400,4/1/2020,609,YES,2,$102,5/1/2004,2011,,
6079,517,Visa,Debit,4529198706544190,12/1/2019,956,YES,1,$11254,12/1/2012,2012,,
5335,517,Visa,Debit,4624298880024350,5/1/2023,695,NO,2,$10703,10/1/2018,2018,,
106,517,Mastercard,Credit,5781831200471520,4/1/2021,342,YES,1,$5000,1/1/2006,2016,,
1739,517,Mastercard,Debit,5814657967124430,9/1/2021,53,YES,2,$8002,2/1/2020,2020,,
2268,624,Visa,Debit,4428221393352280,1/1/2012,800,YES,2,$18969,3/1/2010,2010,,
1326,624,Mastercard,Debit,5620777347987310,4/1/2019,203,YES,1,$12931,2/1/2013,2013,,
2992,1215,Visa,Debit,4052977938644530,7/1/2008,922,YES,2,$18112,5/1/2008,2011,,
5476,1992,Visa,Debit,4599537074421920,6/1/2021,352,YES,1,$13034,11/1/2006,2006,,
5327,1992,Visa,Debit (Prepaid),4735444171765440,4/1/2021,440,YES,1,$71,10/1/2017,2017,,
1132,1992,Visa,Debit,4346364600707720,5/1/2021,819,YES,1,$10374,2/1/2007,2007,,
4442,1992,Visa,Debit,4464255837780500,9/1/2016,11,YES,1,$13382,8/1/2014,2014,,
3797,1992,Visa,Debit,4169528920281150,2/1/2020,372,YES,1,$11063,7/1/2006,2011,,
705,968,Mastercard,Credit,5013961450307350,3/1/2020,831,YES,2,$700,1/1/2020,2020,,
5974,19,Mastercard,Debit (Prepaid),5885996845393840,2/1/2023,676,YES,2,$55,12/1/2009,2011,,
1133,1605,Visa,Debit,4607163659779570,1/1/2024,954,YES,1,$18358,2/1/2007,2010,,
3231,1605,Visa,Credit,4050809280792650,10/1/2022,906,YES,1,$8700,6/1/2001,2010,,
5975,1605,Mastercard,Debit,5242747753340310,12/1/2009,558,YES,2,$1966,12/1/2009,2011,,
3123,463,Mastercard,Debit,5043650081401230,11/1/2017,56,YES,1,$13257,5/1/2012,2012,,
5746,463,Visa,Debit,4049537564126770,12/1/2019,952,YES,1,$20297,11/1/2019,2019,,
1986,1365,Visa,Credit,4868636850065870,4/1/2023,143,YES,2,$7500,2/1/2020,2020,,
3328,809,Mastercard,Debit,5751825449090350,10/1/2018,741,YES,1,$31696,6/1/2006,2015,,
1202,590,Amex,Credit,361343872480844,9/1/2010,837,YES,2,$7400,2/1/2010,2012,,
262,590,Visa,Debit,4770207045170230,11/1/2022,959,NO,2,$7644,1/1/2010,2010,,
2555,1904,Visa,Credit,4906330160441420,6/1/2021,740,NO,1,$13600,4/1/2007,2011,,
2575,1904,Mastercard,Debit (Prepaid),5018139436441140,11/1/2022,978,YES,1,$40,4/1/2008,2011,,
3656,1904,Mastercard,Debit (Prepaid),5560959222277430,8/1/2007,327,YES,2,$61,7/1/2000,2013,,
1004,1904,Mastercard,Debit,5660745375245490,7/1/2022,27,YES,1,$7597,2/1/2002,2005,,
2498,1904,Visa,Credit,4424092813863770,7/1/2024,996,NO,2,$9900,4/1/2005,2006,,
1120,545,Mastercard,Debit,5500745251339730,12/1/2021,290,YES,2,$7898,2/1/2007,2014,,
6140,545,Amex,Credit,312560176162838,2/1/2020,667,YES,1,$12700,12/1/2019,2019,,
5802,545,Visa,Debit,4026064532527530,4/1/2018,850,NO,1,$34329,12/1/2003,2010,,
2125,789,Mastercard,Debit,5733951015747880,8/1/2021,629,NO,1,$25206,3/1/2006,2018,,
4523,789,Mastercard,Debit (Prepaid),5358041053681340,10/1/2021,787,YES,1,$89,9/1/2002,2012,,
2269,789,Visa,Debit,4466987531926970,4/1/2024,542,YES,3,$15143,3/1/2010,2014,,
3071,742,Mastercard,Credit,5867727546265980,10/1/2010,868,YES,2,$12700,5/1/2010,2010,,
4751,742,Visa,Debit (Prepaid),4021365419633520,4/1/2024,489,YES,2,$53,9/1/2009,2009,,
3900,742,Mastercard,Debit (Prepaid),5451240838028180,7/1/2023,89,YES,2,$67,7/1/2009,2016,,
3943,742,Mastercard,Debit,5524375174709990,4/1/2020,727,NO,2,$22839,7/1/2010,2015,,
706,612,Mastercard,Debit,5184750031787690,5/1/2024,395,YES,1,$17252,1/1/2020,2020,,
2294,612,Visa,Debit,4414457303374730,3/1/2024,962,YES,1,$19103,3/1/2011,2011,,
4031,612,Visa,Debit,4622792344518880,5/1/2020,682,NO,1,$15619,7/1/2014,2014,,
2375,612,Mastercard,Debit,5288684620224620,2/1/2020,742,YES,1,$17512,3/1/2018,2018,,
186,612,Visa,Credit,4446204059905460,11/1/2020,745,YES,1,$9300,1/1/2008,2008,,
3512,612,Discover,Credit,6459832607723470,3/1/2021,613,YES,2,$9300,6/1/2011,2011,,
4925,612,Mastercard,Debit,5116412114054860,1/1/2021,641,YES,1,$13584,9/1/2019,2019,,
1437,536,Amex,Credit,361660199951264,2/1/2020,359,YES,2,$8300,2/1/2020,2020,,
940,536,Visa,Credit,4177943531666100,10/1/2024,935,YES,1,$7000,1/1/2020,2020,,
707,536,Mastercard,Debit (Prepaid),5274198815905600,1/1/2020,614,YES,1,$80,1/1/2020,2020,,
941,536,Visa,Debit,4868987724427790,2/1/2020,851,YES,1,$3678,1/1/2020,2020,,
708,536,Mastercard,Debit,5979708797094580,2/1/2020,245,YES,1,$5826,1/1/2020,2020,,
1438,523,Amex,Credit,321786749835899,3/1/2024,747,YES,2,$8200,2/1/2020,2020,,
2713,523,Discover,Credit,6364215863625390,10/1/2023,14,YES,1,$13000,4/1/2013,2013,,
3612,523,Mastercard,Debit,5690509651153900,5/1/2022,573,YES,2,$20430,6/1/2016,2016,,
709,523,Mastercard,Credit,5008598572977470,2/1/2020,232,YES,1,$8300,1/1/2020,2020,,
2771,928,Mastercard,Debit,5578069135826630,7/1/2019,703,YES,1,$10882,4/1/2017,2017,,
3572,928,Visa,Debit,4323438857314990,3/1/2022,40,YES,1,$19454,6/1/2013,2013,,
3152,928,Mastercard,Debit,5075857376370680,2/1/2020,982,YES,1,$19624,5/1/2014,2014,,
1203,928,Amex,Credit,322674119450622,8/1/2012,250,YES,1,$8700,2/1/2010,2010,,
710,928,Mastercard,Credit,5253140087088070,12/1/2020,945,YES,1,$8000,1/1/2020,2020,,
4528,928,Visa,Debit,4565738687713640,3/1/2020,549,YES,1,$14540,9/1/2002,2002,,
4335,928,Mastercard,Credit,5170430476017810,6/1/2023,817,YES,1,$7300,8/1/2010,2013,,
3506,1642,Visa,Credit,4941217468452960,3/1/2015,160,YES,2,$12200,6/1/2010,2010,,
3573,1642,Visa,Credit,4222423291346250,1/1/2021,67,YES,1,$5000,6/1/2013,2013,,
5206,1642,Mastercard,Credit,5451362125568430,3/1/2020,365,YES,1,$11200,10/1/2010,2010,,
6034,1642,Visa,Credit,4759687155885580,7/1/2016,34,NO,2,$11200,12/1/2010,2011,,
4281,1642,Visa,Debit,4680328184934190,12/1/2012,377,YES,1,$26730,8/1/2008,2010,,
332,495,Mastercard,Credit,5678554364408510,7/1/2017,255,YES,2,$11500,1/1/2014,2014,,
1740,495,Mastercard,Debit,5622967893451770,10/1/2022,227,YES,2,$16747,2/1/2020,2020,,
2521,495,Visa,Debit,4337361376136360,9/1/2011,943,YES,1,$11574,4/1/2006,2009,,
137,495,Mastercard,Debit,5291637236164080,6/1/2008,568,NO,1,$13772,1/1/2007,2009,,
2625,166,Visa,Debit,4539775091869860,2/1/2021,740,YES,1,$271,4/1/2009,2012,,
5284,166,Amex,Credit,395311275502832,5/1/2022,56,YES,2,$16100,10/1/2014,2014,,
